0 , 0
0.387032 , 0
0.721925 , 0
1 , 0
1.52406 , 0
5.20053 , 0
9.55882 , 0
19.1845 , 0
30.0802 , 0

1.48091e-006 , 3.15499e-008
0.19655 , 0.333735
0.662786 , 0.285762
0.968914 , -0.247577
1.51063 , 0.201727
5.19938 , 0.109968
9.55848 , 0.0805919
19.1844 , 0.0570865
30.0802 , 0.0453335

5.86255e-006 , 2.35528e-007
-0.187251 , 0.339676
0.494989 , 0.524662
0.877598 , -0.479763
1.47057 , 0.399897
5.19592 , 0.219886
9.55745 , 0.161178
19.1842 , 0.114173
30.0801 , 0.0906669

1.29966e-005 , 7.15212e-007
-0.387935 , 0.0129626
0.245904 , 0.677369
0.731749 , -0.682135
1.40459 , 0.591016
5.19014 , 0.329707
9.55573 , 0.241753
19.1837 , 0.171258
30.0799 , 0.136

2.27204e-005 , 1.49138e-006
-0.209534 , -0.326425
-0.0436562 , 0.718495
0.540457 , -0.842144
1.31383 , 0.77171
5.18207 , 0.439382
9.55333 , 0.32231
19.1831 , 0.228341
30.0797 , 0.181333

3.49063e-005 , 2.54594e-006
0.173791 , -0.346181
-0.325969 , 0.640892
0.315628 , -0.949893
1.1999 , 0.93879
5.17169 , 0.548861
9.55024 , 0.402845
19.1824 , 0.285423
30.0793 , 0.226665

4.94548e-005 , 3.8741e-006
0.386211 , -0.0259702
-0.554216 , 0.457059
0.0712332 , -0.99875
1.0648 , 1.0893
5.15901 , 0.658096
9.54646 , 0.48335
19.1814 , 0.342502
30.079 , 0.271997

6.62557e-005 , 5.49385e-006
0.218525 , 0.31979
-0.690332 , 0.197279
-0.177571 , -0.985746
0.910904 , 1.22057
5.14404 , 0.767039
9.54199 , 0.563822
19.1803 , 0.399578
30.0785 , 0.317329

8.5172e-005 , 7.40722e-006
-0.164035 , 0.35141
-0.711526 , -0.0953303
-0.415385 , -0.911749
0.740917 , 1.33028
5.12679 , 0.875641
9.53684 , 0.644253
19.179 , 0.45665
30.078 , 0.362659

0.00010608 , 9.56223e-006
-0.386108 , 0.0388311
-0.61424 , -0.37207
-0.627517 , -0.78139
0.557837 , 1.41647
5.10727 , 0.983854
9.53101 , 0.724638
19.1776 , 0.513718
30.0774 , 0.407989

0.000128935 , 1.18678e-005
-0.230786 , -0.311709
-0.414772 , -0.586942
-0.800886 , -0.602769
0.364894 , 1.47761
5.08547 , 1.09163
9.52449 , 0.804971
19.176 , 0.570782
30.0768 , 0.453318

0.000153801 , 1.4261e-005
0.150339 , -0.357066
-0.146436 , -0.704427
-0.924816 , -0.386943
0.165498 , 1.51258
5.06142 , 1.19892
9.51728 , 0.885247
19.1742 , 0.627841
30.076 , 0.498645

0.000180815 , 1.67747e-005
0.383734 , -0.0518208
0.14618 , -0.705373
-0.991685 , -0.147245
-0.0368253 , 1.52076
5.03512 , 1.30568
9.50939 , 0.96546
19.1722 , 0.684894
30.0752 , 0.543972

0.000210107 , 1.95506e-005
0.239602 , 0.304412
0.414749 , -0.589995
-0.997383 , 0.101536
-0.238489 , 1.50198
5.00658 , 1.41186
9.50082 , 1.0456
19.1701 , 0.741942
30.0744 , 0.589298

0.000241749 , 2.27866e-005
-0.140004 , 0.361578
0.615185 , -0.377601
-0.941558 , 0.344056
-0.435915 , 1.45655
4.97582 , 1.51741
